partner,source_sheet,section,entity,metric,student_group,school_year,value,notes
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2024-25,0.02,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2017-18,43,Data collected from the NCES Elementary/Secondary Information System (ElSi) tableGenerator
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2018-19,53,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2019-20,54,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2020-21,21,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2021-22,38,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2022-23,42,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2023-24,43,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2024-25,40,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2017-18,45,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2018-19,40,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2019-20,47,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2020-21,38,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2021-22,39,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2022-23,33,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2023-24,53,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2024-25,37,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2017-18,293,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2018-19,300,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2019-20,299,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2020-21,278,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2021-22,271,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2022-23,278,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2023-24,295,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2024-25,263,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2017-18,309,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2018-19,315,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2019-20,312,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2020-21,287,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2021-22,280,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2022-23,293,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2023-24,309,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2024-25,278,
